asin,sentence,helpful,main_image_url,product_title
0671700758,"Though I may not or do not remember details, I do recall it actually being one of the more important books I have read.",1.7000000000000002,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B00BLG5CSC,Sound and microphone quality work well,1.8,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
B000ANVPPQ,", I have found that I will discover something I missed without them.",0.2,http://ecx.images-amazon.com/images/I/51VKBZFQRRL.jpg,McLintock! (Authentic Collector's Edition)
B00005LEOH,There's no other way to say it other than the title of this review...,0.5,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
0618871713,I swallowed it over the course of an afternoon and spent the next week thinking about and re-reading it.,0.8,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B0015450T6,Instructions for assembly were easy to follow and was just what I needed.,1.9100000000000001,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B0065WM4PQ,I plug in my phone into it and play ocean sounds and its just like being underwater.,1.55,http://ecx.images-amazon.com/images/I/512ieI1PQJL.jpg,Romantic Ocean Daren Sea Waves Projector Lamp MP3 iPhone Speaker LED Night Light (Blue)
B000NP46K2,The vignetting disappears when stopping down to smaller f/stops.,1.5,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
B00007E7K9,With the longer lenses they tend to hang lens down anyway (go with the flow!),1.7000000000000002,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B00000F1D3,"For a great techno-pop album buy Madonna's ""Music.""",0.9,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
0671015206,"Wealth does not have to be inherited or won in games of chance, such as gambling, lottery tickets, and the stock market.",0.9,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B0093IZSGG,Returning this immediately.,0.7000000000000001,http://ecx.images-amazon.com/images/I/71jnxWu7JZL.jpg,Philips SoundShooter Wireless Bluetooth Portable Speaker
B00C30FCUI,I use them for calls and  music every day.,1.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00004UFOO,The reason I gave them four stars instead of five was due to a pretty basic quality issue - the caps.,1.7000000000000002,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
B00ITOAYOQ,– the crotch just broke right off and the legs fell out.,1.45,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00B0DWB62,My 1.5 yr old daughter absolutely loved this fab water table.,1.2,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B007R3AZNK,So I'll be searching for an artist that still values the quality of the music.,0.9,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
0399157867,"He also doesn't want to believe that she was part of an organized shoplifting ring, and that she might have lived a double life that he didn't see.",1.0,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B00023GGHQ,"This cut (Let's Do It (Let's Fall In Love) - Alanis Morissette)showed up on ""Good Morning America"".",0.7000000000000001,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B00B0DWB62,and I got his for my 4 year olds,0.1,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B0002MQGR2,"I would recommend the product, and you can't beat the price!",1.18,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B0010K8IM6,", volume controls suck, and on top of that",1.6,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B0000DZTIW,Zimmer's Gladiator is superb,1.4,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B001DKO7R8,"So far I've successfully tested setups with4 GB and 8 GB x2 Eye-FiCanon 1Dmk2, 1Dmk3, 5Dmk2, 7D, 30D and an old Canon S1",1.6,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
0375703764,"Yet, have fortitude like Theseus.",0.2,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
1402241372,The history was so interesting.,1.4,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B000UJBY4W,Item arrived as expected and was exactly what I was looking for.,1.5,http://ecx.images-amazon.com/images/I/713ZDCxq8OL.jpg,The Best Of Chicago: 40th Anniversary Edition (2CD)
B003HC9JIW,I hope that she doesn't start including a countdown clock in all her videos.,0.4,http://ecx.images-amazon.com/images/I/51u7P1dbtxL.jpg,Start! Walking At Home with Leslie Sansone:  Beginner/Intermediate - 1 & 2 Mile Walk
0375703764,Because of the effect that the book had on me I have to recommend it.,1.5,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B000OVLBFS,Everything about the character is direct.,1.1,http://ecx.images-amazon.com/images/I/518hg7kiAPL.jpg,Jesse Stone: Night Passage
B001NESPHC,"I bought both (& M.Davis' Kinda Blue)...whatta purchase, couldn't be happier, nothing NOTHING to complain about...",1.8,http://ecx.images-amazon.com/images/I/51czCy04hwL.jpg,My One And Only Thrill
B0018QROM2,The Polk Audios sound great and they came lickitity quick thanks to Amazon Prime.,1.7000000000000002,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00092KD9C,I didn't notice this and ended up doing it the wrong way around.,0.7000000000000001,http://ecx.images-amazon.com/images/I/61rxbuyb3gL.jpg,OP/TECH USA 1504372 Pro Loop Strap (Royal)
B00005QT9O,"Probably the performer who comes off best is Kahn, playing the snide Mrs Blanche Munchnik (sadly one of the last films before her untimely death).",1.6,http://ecx.images-amazon.com/images/I/51PR4CJZZ1L.jpg,Mixed Nuts
0671015206,Liked the case study  aspect and references to successful people and their experiences.,1.8,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00C30FCUI,These beautiful head phones are actually made of real wood.,2.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00L5LDWP8,Shocking value for the money.,1.4,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B00000J0JF,"The little one normally loses interest in games after a short while, but not so with this game - he was interested until the game was over.",1.6,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00000FCBH,If you listen to his songs you will uderstand what he is saying.,0.8,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
0761165975,There are a lot of details in this book.,1.1,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B003HC9JIW,Enough variety to really enhance exercise experience.,1.6,http://ecx.images-amazon.com/images/I/51u7P1dbtxL.jpg,Start! Walking At Home with Leslie Sansone:  Beginner/Intermediate - 1 & 2 Mile Walk
B00C30FCUI,"I'm no audiophile, but I think that the bass overwhelms the rest of the sound.",1.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B000002KHF,"What an enigmatic guy, but",0.45,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B00000F1D3,"Cher reworks one of her moderate hits from the late 1980s, ""We All Sleep Alone,"" into a beat-driven disco song.",1.6,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
0761165975,"The only thing I would add is a couple of ""day of"" time lines and maybe suggested ceremony info.",1.3,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B0007U00XK,"Pictures are sharp and the lens isn't quite ""fisheye"" which is great for what I use it for!",2.0,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
0670012335,My grand daughters love the llamas.,0.8,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
B008FSCNTK,the Salt of My Tears').What do,0.1,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B001DKO7R8,Then with the newer computers not having a compact flash all I need to do is take the sd card out and input it into the sd slot.,1.55,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B00BLG5CSC,"The sound seems good, and they haven't been damaged by my sweat or running in the rain though.",1.9,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
B00DPKQ60A,Ariana Grande is a great singer,1.33,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B0000658L4,Unappetising - the pizza base is green!,1.3,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
076362344X,I have yet to be disapointed with a product bought through Amazon.com.,1.1,http://ecx.images-amazon.com/images/I/41FcN69t78L.jpg,Ish (Creatrilogy)
0451414047,Chris' story is a very vulnerable one.,0.7000000000000001,http://ecx.images-amazon.com/images/I/51kOlFQ7DpL.jpg,"To Selena, with Love"
B003RHZ66Q,And I can't wait for the next one!,0.45,http://ecx.images-amazon.com/images/I/51VSSaW5VAL.jpg,Barbie: A Fashion Fairytale
B001K5UQX0,"Just what I hoped for, with the added flexibility of auto focus worked great on the lenses tested.",2.0,http://ecx.images-amazon.com/images/I/51I+oONHYKL.jpg,"Opteka 0.20X Professional Super AF Fisheye Lens for Nikon D4s, D4, D3x, Df, D810, D800, D750, D610, D600, D7200, D7100, D7000, D5500, D5300, D5200, D5100, D3300, D3200 and D3100 Digital SLR Cameras"
0618871713,Bechdel's Fun Home is an extraordinary memoir--,1.6,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B003G55KVA,These are great for the price and my child loves them.,1.3,http://ecx.images-amazon.com/images/I/51HaQikn1aL.jpg,Monkey Figures 25 Tiny Plastic Monkey Figures Party Favors by A&A
B000NP46K2,this lens is just too amazing!,1.5,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
B000ONDRFS,You can hide it on a nightstand or hold it while you are banging.,1.3,http://ecx.images-amazon.com/images/I/81CofGfT-hS.jpg,Flip Video Camcorder
B0000658L4,I would not recommend to under 3 unless you put away the condiments until they were older.,2.0,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B000002GJH,Pearl Jam and Soundgarden together.,0.55,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
B003T90WY8,"I do not run, but I use the elliptical and have never had problems.",1.3,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
0761165975,I gave it to told me someone had already written in it!,0.1,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B00766BEZG,And the battery pack is a must because I like to move my radio around.,1.1,http://ecx.images-amazon.com/images/I/41VXHNBhn5L.jpg,Grace Digital ACC-IRCLI Rechargeable Battery Pack for Mondo and Mondo+
B003G55KVA,Color and molding are not neat.,1.5,http://ecx.images-amazon.com/images/I/51HaQikn1aL.jpg,Monkey Figures 25 Tiny Plastic Monkey Figures Party Favors by A&A
0451232852,Teaches the history of the period.,1.1,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B008MPKAPK,"While this radio will pick up SW, it’s not the easiest to tune SW stations.",1.6,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
0761165975,The one that I sent to my daughter was in mint condition and she had no complaints.,1.1,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B000002KB8,Now I have heard Black Sabbaths other stuff,0.6000000000000001,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
1402241372,Drew me right in to the world of Scotland in the present and past.,1.0,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
0553391135,I believe there are bad and great romance stories.,0.8,http://ecx.images-amazon.com/images/I/517vIw4438L.jpg,Love Letters: A Rose Harbor Novel
B008FSCNTK,I have every CD she has done.,0.1,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B004UKNJCM,It's good to take notes when playing on any of the higher difficulties to keep track of what room you have searched and what animals you have talked with.,1.5,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
B00C30FCUI,They give you different cushion size replacements and I must have a very small ear because I need the smallest one they included for these to be comfortable in my ear.,1.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0783225482,"it is nice to see these 3 talented people and especially Meryl here, play a character so OUT of character.",1.1,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B00000J0JF,My 6 year old loves this game.,0.9,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B000BN8Y2W,I've had people see this costume and agree it is just like the real thing.,1.7000000000000002,http://ecx.images-amazon.com/images/I/71GMzHZOTDL.jpg,Jr. Fire Fighter Suit with embroidered Cap
B000002IAO,"In fact, I do not think I have ever seen one with the ""short"" version of this song.",0.6000000000000001,http://ecx.images-amazon.com/images/I/91erUc5swfL.jpg,In-A-Gadda-Da-Vida
B00L5LDWP8,They should have put the dimensions on the description.,1.0,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
1402241372,"However, as a loyal servant to the exiled King James, he is a man with a price on his head in his native land.",1.0,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00000J0JF,I can also recommend enchanted forest game also made by ravensburger.,0.8,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00005LEOH,"I use it mostly for portraits, and it is increadible, in studio is really neat, and on environmental portraits gives a really good compression and an awesome bokeh.",2.0,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
0670012335,My 3 year old loves all the Llama Llama books.,1.2,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
1402241372,"I remember when I was in college learning about a study done with some basic life form; I think it was a flat worm, learning a specific response.",0.30000000000000004,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
